0.0000, 2977.9244
1.0000, 3320.6779
2.0000, 3868.8944
3.0000, 4520.1450
4.0000, 5167.5982
5.0000, 5741.2902
6.0000, 6228.5454
7.0000, 6455.3720
8.0000, 6459.7905
9.0000, 6114.4284
10.0000, 6020.3794
11.0000, 5558.2706
12.0000, 5166.3026
13.0000, 4995.3714
14.0000, 4645.6443
15.0000, 4200.3626
16.0000, 3764.8327
17.0000, 3376.9978
18.0000, 3043.6970
19.0000, 2638.3845
20.0000, 2414.1260
21.0000, 2075.8093
22.0000, 1844.4507
23.0000, 1634.2871
24.0000, 1462.0663
25.0000, 1092.9512
26.0000, 953.0565
27.0000, 823.8225
28.0000, 512.9282
29.0000, 441.4887
30.0000, 384.3906
31.0000, 325.2774
32.0000, 267.5257
33.0000, 375.0766
34.0000, 450.5292
35.0000, 441.8772
36.0000, 326.2891
37.0000, 331.5160
38.0000, 499.5229
39.0000, 556.9623
40.0000, 499.3351
41.0000, 384.1704
42.0000, 384.2530
43.0000, 326.3063
44.0000, 384.0285
45.0000, 499.5301
46.0000, 576.5540
47.0000, 713.7091
48.0000, 844.8734
49.0000, 946.2572
50.0000, 960.6208
51.0000, 960.6208
52.0000, 960.6208
53.0000, 960.6207
54.0000, 904.6115
55.0000, 897.3537
56.0000, 1130.3319
57.0000, 1279.9370
58.0000, 1497.9978
59.0000, 1691.7486
60.0000, 1984.4209
61.0000, 2138.3790
62.0000, 2540.8389
63.0000, 2749.1049
64.0000, 2859.6141
65.0000, 2920.2871
66.0000, 2862.9817
67.0000, 2687.2349
68.0000, 2479.3816
69.0000, 2190.9498
70.0000, 1868.0398
71.0000, 1798.1072
72.0000, 1560.5344
73.0000, 1286.8253
74.0000, 1056.6170
75.0000, 839.1836
76.0000, 728.7231
77.0000, 666.2872
78.0000, 787.7167
79.0000, 843.9744
80.0000, 882.6403
81.0000, 956.2941
82.0000, 1076.3420
83.0000, 1191.0689
84.0000, 1347.3287
85.0000, 1567.2645
86.0000, 1866.1428
87.0000, 2187.7425
88.0000, 2536.0582
89.0000, 2922.7599
90.0000, 3386.3506
91.0000, 3809.1714
92.0000, 4159.3117
93.0000, 4546.2988
94.0000, 4785.8344
95.0000, 5147.9865
96.0000, 5609.2548
97.0000, 6042.8468
98.0000, 6386.4119
99.0000, 6848.2459
100.0000, 7129.0133
101.0000, 7370.6004
102.0000, 7447.7567
103.0000, 7563.5570
104.0000, 7669.8506
105.0000, 7742.6029
106.0000, 7623.6802
107.0000, 7511.0291
108.0000, 7126.5702
109.0000, 6843.6754
110.0000, 6494.2618
111.0000, 6049.0158
112.0000, 5311.1799
113.0000, 4484.8683
114.0000, 3910.5636
115.0000, 3479.7667
116.0000, 3362.1154
117.0000, 3304.5045
118.0000, 3322.8100
119.0000, 3556.7295
120.0000, 3902.6685
121.0000, 4819.0693
122.0000, 5569.0312
123.0000, 6540.2284
124.0000, 7306.1001
125.0000, 8487.8579
126.0000, 9647.3380
127.0000, 10721.3345
128.0000, 11260.0736
129.0000, 11597.3776
130.0000, 11835.2166
131.0000, 11777.2237
132.0000, 11335.2457
133.0000, 10891.8381
134.0000, 10275.3222
135.0000, 9860.4757
136.0000, 8838.0234
137.0000, 8224.6013
138.0000, 7358.0504
139.0000, 6736.2404
140.0000, 6174.6807
141.0000, 5652.9163
142.0000, 5065.4525
143.0000, 4756.9507
144.0000, 3989.5493
145.0000, 3742.4681
146.0000, 3242.2510
147.0000, 2918.5102
148.0000, 2637.0452
149.0000, 2543.4870
150.0000, 2250.8156
151.0000, 2139.7019
152.0000, 2022.1308
153.0000, 2017.3147
154.0000, 2017.3401
155.0000, 2171.5217
156.0000, 2190.9785
157.0000, 2306.4031
158.0000, 2425.5226
159.0000, 2637.0953
160.0000, 3088.8729
161.0000, 3587.8043
162.0000, 4140.9148
163.0000, 4636.1311
164.0000, 4880.0951
165.0000, 5080.1514
166.0000, 5230.9692
167.0000, 5325.2990
168.0000, 5558.7103
169.0000, 5834.9497
170.0000, 6221.3750
171.0000, 6701.3702
172.0000, 7603.2470
173.0000, 8648.3943
174.0000, 9803.6496
175.0000, 10698.9832
176.0000, 12067.4291
177.0000, 12816.9774
178.0000, 14350.1041
179.0000, 15273.9788
180.0000, 16361.0609
181.0000, 17270.2338
182.0000, 17899.0959
183.0000, 18398.9706
184.0000, 18443.9693
185.0000, 18341.4349
186.0000, 18122.8643
187.0000, 17563.5938
188.0000, 17003.2557
189.0000, 16412.6690
190.0000, 15625.1279
191.0000, 15105.2410
192.0000, 13369.4351
193.0000, 12700.9463
194.0000, 10452.4630
195.0000, 9039.3064
196.0000, 7202.7399
197.0000, 6533.4078
198.0000, 5783.3108
199.0000, 5149.2935
200.0000, 4822.9236
201.0000, 5201.9445
202.0000, 5328.9707
203.0000, 5953.6303
204.0000, 6506.2250
205.0000, 7482.6508
206.0000, 8025.6382
207.0000, 8506.5326
208.0000, 8855.9975
209.0000, 8772.6067
210.0000, 8567.8173
211.0000, 8200.0919
212.0000, 7624.1205
213.0000, 6973.7391
214.0000, 6649.2255
